Symbol,Company Name,Sector,Industry,Start Date,Last Update,Start Price,Current Price,YTD Change,Market Cap,P/E Ratio,Dividend Yield,Average Volume,Year High,Year Low,Index,Year,Start Year,Last Update Year
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,2022-01-01,2022-12-30,631.01,407.96,-0.3535,35140000000.0,36.09,0.021744379552773137,565157.0,656.31,317.06,NASDAQ100,2022,2022,2022
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,2022-01-01,2022-12-30,1332.94,846.24,-0.3651,91230000000.0,38.4,0.021744379552773137,655649.0,1360.77,600.68,NASDAQ100,2022,2022,2022
WDAY,"Workday, Inc.",Technology,Software - Application,2022-01-01,2022-12-30,263.72,167.33,-0.3655,67599999999.99999,30.35,0.021744379552773137,2631515.0,272.5,128.72,NASDAQ100,2022,2022,2022
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,2022-01-01,2022-12-30,61.65,38.66,-0.373,100340000000.0,18.75,0.021744379552773137,15721561.0,62.2,26.53,NASDAQ100,2022,2022,2022
INTU,Intuit Inc.,Technology,Software - Application,2022-01-01,2022-12-30,619.4,384.11,-0.3799,174990000000.0,28.31,0.021744379552773137,1808713.0,633.26,333.72,NASDAQ100,2022,2022,2022
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,2022-01-01,2022-12-30,156.16,95.96,-0.3855,144410000000.0,16.81,0.021744379552773137,8005053.0,163.12,69.92,NASDAQ100,2022,2022,2022
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2022-01-01,2022-12-30,144.56,88.41,-0.3884,2415920000000.0,22.01,0.0116,28623231.0,151.56,83.15,NASDAQ100,2022,2022,2022
ANSS,"ANSYS, Inc.",Technology,Software - Application,2022-01-01,2022-12-30,395.49,241.59,-0.3891,29610000000.0,30.32,0.021744379552773137,546509.0,403.18,194.23,NASDAQ100,2022,2022,2022
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,2022-01-01,2022-12-30,144.47,87.91,-0.3915,2415910000000.0,21.89,0.0116,34767530.0,151.0,83.04,NASDAQ100,2022,2022,2022
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,2022-01-01,2022-12-30,174.09,105.0,-0.3968,177590000000.0,13.06,0.021744379552773137,9468440.0,180.98,96.74,NASDAQ100,2022,2022,2022
ADBE,Adobe Inc.,Technology,Software - Infrastructure,2022-01-01,2022-12-30,564.37,336.53,-0.4037,189810000000.0,18.7,0.021744379552773137,3559127.0,575.0,274.73,NASDAQ100,2022,2022,2022
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,2022-01-01,2022-12-30,178.61,104.13,-0.417,33189999999.999996,24.01,0.0116,2371167.0,182.25,90.0,NASDAQ100,2022,2022,2022
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,2022-01-01,2022-12-30,198.33,105.29,-0.4691,90240000000.0,83.43,0.021744379552773137,4435796.0,242.0,98.7,NASDAQ100,2022,2022,2022
MU,"Micron Technology, Inc.",Technology,Semiconductors,2022-01-01,2022-12-30,93.96,49.43,-0.474,110590000000.0,7.73,0.021744379552773137,19322923.0,96.61,47.7,NASDAQ100,2022,2022,2022
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,2022-01-01,2022-12-30,647.58,339.1,-0.4764,49700000000.0,9.69,0.0116,1480998.0,653.09,297.66,NASDAQ100,2022,2022,2022
INTC,Intel Corporation,Technology,Semiconductors,2022-01-01,2022-12-30,49.35,25.49,-0.4836,85700000000.0,20.33,0.021744379552773137,39055493.0,52.2,23.4,NASDAQ100,2022,2022,2022
TTD,"The Trade Desk, Inc.",Technology,Software - Application,2022-01-01,2022-12-30,90.11,44.83,-0.5025,62480000000.0,64.72,0.021744379552773137,6089856.0,93.26,39.0,NASDAQ100,2022,2022,2022
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,2022-01-01,2022-12-30,172.68,85.5,-0.5049,84470000000.0,30.78,0.021744379552773137,6447163.0,191.73,81.91,NASDAQ100,2022,2022,2022
NFLX,"Netflix, Inc.",Communication Services,Entertainment,2022-01-01,2022-12-30,597.37,294.88,-0.5064,376930000000.0,36.79,0.0116,10876290.0,609.99,162.71,NASDAQ100,2022,2022,2022
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2022-01-01,2022-12-30,170.4,84.0,-0.5071,2393320000000.0,36.88,0.021744379552773137,76080702.0,171.4,81.69,NASDAQ100,2022,2022,2022
NVDA,NVIDIA Corporation,Technology,Semiconductors,2022-01-01,2022-12-30,30.07,14.6,-0.5144,3659540000000.0,33.72,0.021744379552773137,543163223.0,30.66,10.8,NASDAQ100,2022,2022,2022
DDOG,"Datadog, Inc.",Technology,Software - Application,2022-01-01,2022-12-30,163.83,73.5,-0.5514,49610000000.0,73.47,0.021744379552773137,4772202.0,184.7,66.45,NASDAQ100,2022,2022,2022
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,2022-01-01,2022-12-30,150.24,64.77,-0.5689,210240000000.0,25.23,0.021744379552773137,91416127.0,152.42,54.57,NASDAQ100,2022,2022,2022
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,2022-01-01,2022-12-30,88.27,36.72,-0.5841,102980000000.0,43.1,0.021744379552773137,10967716.0,90.59,34.78,NASDAQ100,2022,2022,2022
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,2022-01-01,2022-12-30,487.56,196.84,-0.5963,20260000000.0,76.03,0.021744379552773137,1724356.0,519.54,135.15,NASDAQ100,2022,2022,2022
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,2022-01-01,2022-12-30,25.33,9.48,-0.6257,26570000000.0,15.88,0.0116,21455132.0,31.55,8.82,NASDAQ100,2022,2022,2022
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,2022-01-01,2022-12-30,301.83,111.9,-0.6293,28960000000.0,52.71,0.021744379552773137,2527374.0,323.55,105.74,NASDAQ100,2022,2022,2022
TEAM,Atlassian Corporation,Technology,Software - Application,2022-01-01,2022-12-30,350.42,128.68,-0.6328,66310000000.0,61.84,0.021744379552773137,2329727.0,380.63,113.86,NASDAQ100,2022,2022,2022
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,2022-01-01,2022-12-30,194.94,71.22,-0.6347,89760000000.0,18.32,0.021744379552773137,17036015.0,196.1,66.39,NASDAQ100,2022,2022,2022
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,2022-01-01,2022-12-30,337.25,119.88,-0.6445,1590930000000.0,24.78,0.0116,35558661.0,341.78,87.75,NASDAQ100,2022,2022,2022
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,2022-01-01,2022-12-30,18.53,6.42,-0.6535,172950000000.0,159.07,0.021744379552773137,41651126.0,18.84,5.92,NASDAQ100,2022,2022,2022
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,2022-01-01,2022-12-30,145.34,48.82,-0.6641,72700000000.0,37.58,0.0116,5747733.0,152.49,41.37,NASDAQ100,2022,2022,2022
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,2022-01-01,2022-12-30,399.93,123.18,-0.692,1319500000000.0,126.75,0.021744379552773137,86936333.0,402.67,108.24,NASDAQ100,2022,2022,2022
MSTR,MicroStrategy Incorporated,Technology,Software - Application,2022-01-01,2022-12-30,55.83,14.16,-0.7464,93170000000.0,-16848.44,0.021744379552773137,6779039.0,57.63,13.26,NASDAQ100,2022,2022,2022
APP,AppLovin Corporation,Technology,Software - Application,2022-01-01,2022-12-30,94.38,10.53,-0.8884,119110000000.0,50.5,0.021744379552773137,2717724.0,98.14,9.14,NASDAQ100,2022,2022,2022
MSTR,MicroStrategy Incorporated,Technology,Software - Application,2023-01-01,2023-12-29,14.5,63.16,3.3554,93170000000.0,-16848.44,0.021744379552773137,8108196.0,68.93,13.94,NASDAQ100,2023,2023,2023
APP,AppLovin Corporation,Technology,Software - Application,2023-01-01,2023-12-29,10.73,39.85,2.7139,119110000000.0,50.5,0.021744379552773137,2853532.0,45.1,9.22,NASDAQ100,2023,2023,2023
NVDA,NVIDIA Corporation,Technology,Semiconductors,2023-01-01,2023-12-29,14.3,49.51,2.461,3659540000000.0,33.72,0.021744379552773137,473557460.0,50.53,14.02,NASDAQ100,2023,2023,2023
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,2023-01-01,2023-12-29,124.27,352.61,1.8376,1590930000000.0,24.78,0.0116,24213850.0,360.52,121.81,NASDAQ100,2023,2023,2023
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,2023-01-01,2023-12-29,6.39,17.17,1.687,172950000000.0,159.07,0.021744379552773137,59072524.0,21.85,6.09,NASDAQ100,2023,2023,2023
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,2023-01-01,2023-12-29,103.28,255.32,1.4721,90240000000.0,83.43,0.021744379552773137,3945623.0,261.81,92.25,NASDAQ100,2023,2023,2023
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,2023-01-01,2023-12-29,64.02,147.41,1.3026,210240000000.0,25.23,0.021744379552773137,61597344.0,151.05,60.05,NASDAQ100,2023,2023,2023
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,2023-01-01,2023-12-29,108.1,248.48,1.2986,1319500000000.0,126.75,0.021744379552773137,137322225.0,299.29,101.81,NASDAQ100,2023,2023,2023
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,2023-01-01,2023-12-29,190.75,408.85,1.1434,20260000000.0,76.03,0.021744379552773137,1615296.0,442.84,164.59,NASDAQ100,2023,2023,2023
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,2023-01-01,2023-12-29,69.22,147.44,1.1299,117790000000.0,49.47,0.021744379552773137,9159572.0,159.0,66.11,NASDAQ100,2023,2023,2023
AVGO,Broadcom Inc.,Technology,Semiconductors,2023-01-01,2023-12-29,53.4,110.14,1.0627,1108140000000.0,31.04,0.021744379552773137,26576792.0,113.52,53.06,NASDAQ100,2023,2023,2023
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,2023-01-01,2023-12-29,48.36,98.89,1.0449,72700000000.0,37.58,0.0116,4018016.0,103.98,45.93,NASDAQ100,2023,2023,2023
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,2023-01-01,2023-12-29,110.19,221.56,1.0107,28960000000.0,52.71,0.021744379552773137,2465043.0,227.29,84.93,NASDAQ100,2023,2023,2023
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,2023-01-01,2023-12-29,38.11,74.76,0.9617,100340000000.0,18.75,0.021744379552773137,11862196.0,76.48,37.46,NASDAQ100,2023,2023,2023
INTC,Intel Corporation,Technology,Semiconductors,2023-01-01,2023-12-29,25.78,49.59,0.9238,85700000000.0,20.33,0.021744379552773137,41835255.0,50.6,24.14,NASDAQ100,2023,2023,2023
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,2023-01-01,2023-12-29,826.11,1571.54,0.9023,91230000000.0,38.4,0.021744379552773137,471118.0,1660.0,815.86,NASDAQ100,2023,2023,2023
TEAM,Atlassian Corporation,Technology,Software - Application,2023-01-01,2023-12-29,126.5,237.86,0.8803,66310000000.0,61.84,0.021744379552773137,1858498.0,248.0,116.4,NASDAQ100,2023,2023,2023
ADBE,Adobe Inc.,Technology,Software - Infrastructure,2023-01-01,2023-12-29,336.92,596.6,0.7707,189810000000.0,18.7,0.021744379552773137,3112394.0,633.89,318.6,NASDAQ100,2023,2023,2023
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,2023-01-01,2023-12-29,85.82,151.94,0.7704,2393320000000.0,36.88,0.021744379552773137,58831592.0,155.63,81.43,NASDAQ100,2023,2023,2023
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,2023-01-01,2023-12-29,2014.35,3516.04,0.7455,162500000000.0,23.41,0.021744379552773137,297037.0,3549.15,1987.94,NASDAQ100,2023,2023,2023
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,2023-01-01,2023-12-29,84.53,146.31,0.7309,137520000000.0,1.07,0.021744379552773137,9012931.0,150.66,59.67,NASDAQ100,2023,2023,2023
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,159.64,272.37,0.7062,84510000000.0,44.89,0.021744379552773137,1618709.0,279.33,154.88,NASDAQ100,2023,2023,2023
MU,"Micron Technology, Inc.",Technology,Semiconductors,2023-01-01,2023-12-29,49.81,84.98,0.706,110590000000.0,7.73,0.021744379552773137,15221822.0,87.38,49.0,NASDAQ100,2023,2023,2023
AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,2023-01-01,2023-12-29,95.32,161.19,0.691,144410000000.0,16.81,0.021744379552773137,5902436.0,164.12,94.72,NASDAQ100,2023,2023,2023
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,2023-01-01,2023-12-29,35.67,60.1,0.6846,102980000000.0,43.1,0.021744379552773137,11600215.0,67.6,33.51,NASDAQ100,2023,2023,2023
DDOG,"Datadog, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,72.09,121.38,0.6837,49610000000.0,73.47,0.021744379552773137,4680140.0,124.69,61.34,NASDAQ100,2023,2023,2023
NFLX,"Netflix, Inc.",Communication Services,Entertainment,2023-01-01,2023-12-29,294.95,486.88,0.6507,376930000000.0,36.79,0.0116,6402027.0,500.89,285.33,NASDAQ100,2023,2023,2023
TTD,"The Trade Desk, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,44.02,71.96,0.6347,62480000000.0,64.72,0.021744379552773137,4392080.0,91.85,41.2,NASDAQ100,2023,2023,2023
WDAY,"Workday, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,169.35,276.06,0.6301,67599999999.99999,30.35,0.021744379552773137,1919312.0,279.83,157.85,NASDAQ100,2023,2023,2023
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,2023-01-01,2023-12-29,319.68,514.91,0.6107,77450000000.0,28.98,0.021744379552773137,866287.0,573.77,312.25,NASDAQ100,2023,2023,2023
INTU,Intuit Inc.,Technology,Software - Application,2023-01-01,2023-12-29,386.04,621.32,0.6095,174990000000.0,28.31,0.021744379552773137,1551965.0,627.32,365.75,NASDAQ100,2023,2023,2023
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,2023-01-01,2023-12-29,84.9,136.14,0.6035,84470000000.0,30.78,0.021744379552773137,6177357.0,154.95,84.3,NASDAQ100,2023,2023,2023
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,2023-01-01,2023-12-29,30.73,49.0,0.5945,54520000000.0,31.98,0.0138000005,4107330.0,51.53,30.25,NASDAQ100,2023,2023,2023
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,2023-01-01,2023-12-29,236.18,374.0,0.5835,3181010000000.0,28.49,0.021744379552773137,27675559.0,382.21,216.24,NASDAQ100,2023,2023,2023
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,2023-01-01,2023-12-29,323.38,511.29,0.5811,48140000000.0,25.95,0.021744379552773137,1747216.0,516.39,286.58,NASDAQ100,2023,2023,2023
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,2023-01-01,2023-12-29,89.38,140.43,0.5711,2415920000000.0,22.01,0.0116,25562141.0,143.43,85.26,NASDAQ100,2023,2023,2023
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,2023-01-01,2023-12-29,88.8,139.19,0.5674,2415910000000.0,21.89,0.0116,32727316.0,142.16,84.55,NASDAQ100,2023,2023,2023
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,2023-01-01,2023-12-29,369.78,577.78,0.5625,92330000000.0,20.9,0.021744379552773137,1025823.0,593.81,350.61,NASDAQ100,2023,2023,2023
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,2023-01-01,2023-12-29,103.11,160.95,0.561,33189999999.999996,24.01,0.0116,1682116.0,164.85,101.53,NASDAQ100,2023,2023,2023
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,2023-01-01,2023-12-29,60.38,94.11,0.5586,56230000000.0,13.5,0.0138000005,2652814.0,94.64,59.48,NASDAQ100,2023,2023,2023
AAPL,Apple Inc.,Technology,Consumer Electronics,2023-01-01,2023-12-29,123.77,191.59,0.548,3703370000000.0,29.46,0.021744379552773137,59217028.0,198.65,122.88,NASDAQ100,2023,2023,2023
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,2023-01-01,2023-12-29,145.09,223.79,0.5424,75760000000.0,25.7,0.021744379552773137,1789753.0,224.9,144.46,NASDAQ100,2023,2023,2023
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,2023-01-01,2023-12-29,168.24,258.33,0.5355,43520000000.0,91.16,0.0138000005,748220.0,260.69,164.67,NASDAQ100,2023,2023,2023
ANSS,"ANSYS, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,238.64,362.88,0.5206,29610000000.0,30.32,0.021744379552773137,518018.0,364.31,230.0,NASDAQ100,2023,2023,2023
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,2023-01-01,2023-12-29,150.01,226.87,0.5124,54240000000.0,16.38,0.021744379552773137,2143735.0,235.36,148.12,NASDAQ100,2023,2023,2023
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,2023-01-01,2023-12-29,437.32,656.25,0.5006,409590000000.0,46.18,0.021744379552773137,1864655.0,664.7,432.13,NASDAQ100,2023,2023,2023
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,2023-01-01,2023-12-29,80.49,116.27,0.4444,82660000000.0,29.53,0.0328,1968624.0,126.27,70.18,NASDAQ100,2023,2023,2023
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,2023-01-01,2023-12-29,140.08,201.85,0.441,39000000000.0,31.44,0.0138000005,1530064.0,217.73,138.83,NASDAQ100,2023,2023,2023
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,2023-01-01,2023-12-29,286.02,406.89,0.4226,103650000000.0,21.52,0.021744379552773137,1225983.0,413.0,282.21,NASDAQ100,2023,2023,2023
FAST,Fastenal Company,Industrials,Industrial Distribution,2023-01-01,2023-12-29,44.9,63.34,0.4107,41230000000.0,32.92,0.0138000005,3248324.0,64.21,43.29,NASDAQ100,2023,2023,2023
CTAS,Cintas Corporation,Industrials,Specialty Business Services,2023-01-01,2023-12-29,106.41,148.85,0.3988,74690000000.0,38.9,0.0138000005,1487115.0,150.12,100.27,NASDAQ100,2023,2023,2023
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,2023-01-01,2023-12-29,539.83,750.88,0.391,302180000000.0,32.92,0.021744379552773137,1003538.0,762.16,536.1,NASDAQ100,2023,2023,2023
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,2023-01-01,2023-12-29,102.39,141.83,0.3853,177590000000.0,13.06,0.021744379552773137,8114429.0,144.05,97.51,NASDAQ100,2023,2023,2023
GEHC,GE HealthCare Technologies Inc.,Healthcare,Health Information Services,2023-01-01,2023-12-29,55.85,77.21,0.3824,37340000000.0,17.54,0.021744379552773137,2964420.0,87.6,53.36,NASDAQ100,2023,2023,2023
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,2023-01-01,2023-12-29,406.01,555.05,0.3671,35140000000.0,36.09,0.021744379552773137,468645.0,568.3,372.5,NASDAQ100,2023,2023,2023
ON,ON Semiconductor Corporation,Technology,Semiconductors,2023-01-01,2023-12-29,61.61,83.53,0.3558,27470000000.0,15.04,0.021744379552773137,6589295.0,111.35,59.61,NASDAQ100,2023,2023,2023
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,2023-01-01,2023-12-29,175.2,237.44,0.3553,38550000000.0,37.27,0.0138000005,1002233.0,247.44,167.69,NASDAQ100,2023,2023,2023
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,2023-01-01,2023-12-29,55.92,74.62,0.3345,37640000000.0,15.28,0.021744379552773137,3755848.0,75.93,55.05,NASDAQ100,2023,2023,2023
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,2023-01-01,2023-12-29,66.72,88.78,0.3308,31300000000.0,23.53,0.021744379552773137,4785424.0,92.68,66.05,NASDAQ100,2023,2023,2023
ADSK,"Autodesk, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,185.15,243.48,0.315,63040000000.0,31.63,0.021744379552773137,1402530.0,245.88,179.61,NASDAQ100,2023,2023,2023
LIN,Linde plc,Basic Materials,Specialty Chemicals,2023-01-01,2023-12-29,311.16,406.99,0.308,196610000000.0,24.41,0.021744379552773137,1774304.0,430.28,295.35,NASDAQ100,2023,2023,2023
CDW,CDW Corporation,Technology,Information Technology Services,2023-01-01,2023-12-29,175.96,225.55,0.2818,23890000000.0,17.64,0.021744379552773137,815129.0,227.63,157.94,NASDAQ100,2023,2023,2023
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,2023-01-01,2023-12-29,265.63,337.36,0.27,193180000000.0,69.04,0.021744379552773137,1742175.0,358.07,222.65,NASDAQ100,2023,2023,2023
CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages - Non-Alcoholic,2023-01-01,2023-12-29,52.11,66.02,0.267,35490000000.0,17.66,0.021744379552773137,1328758.0,66.26,51.31,NASDAQ100,2023,2023,2023
ROP,"Roper Technologies, Inc.",Technology,Software - Application,2023-01-01,2023-12-29,428.8,541.29,0.2623,54380000000.0,25.27,0.021744379552773137,514988.0,547.98,412.0,NASDAQ100,2023,2023,2023
