Symbol,Company Name,Sector,Industry,Start Date,Last Update,Start Price,Current Price,YTD Change,Market Cap,P/E Ratio,Dividend Yield,Average Volume,Year High,Year Low,Index,Year,Start Year,Last Update Year
GE,GE Aerospace,Industrials,Aerospace & Defense,2019-01-01,2019-12-31,37.59,54.41,0.4476,186641000000.0,32.726498,0.0065,14155836.0,57.67,34.6,SP500,2019,2019,2019
JPM,JPMorgan Chase,Financials,Diversified Banks,2019-01-01,2019-12-31,83.34,120.64,0.4475,678075000000.0,14.089978,0.020599999,11768765.0,121.23,80.52,SP500,2019,2019,2019
BAC,Bank of America,Financials,Diversified Banks,2019-01-01,2019-12-31,21.55,31.1,0.4432,348349000000.0,12.268016,0.0232,54198188.0,31.54,20.73,SP500,2019,2019,2019
MMC,Marsh McLennan,Financials,Insurance Brokers,2019-01-01,2019-12-31,71.95,103.32,0.4361,102389000000.0,22.048216,0.0154,1648773.0,105.67,70.86,SP500,2019,2019,2019
T,AT&T,Communication Services,Integrated Telecommunication Services,2019-01-01,2019-12-31,14.07,20.18,0.4345,162162000000.0,10.357898,0.049000002,39778832.0,20.5,13.48,SP500,2019,2019,2019
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,2019-01-01,2019-12-31,30.69,43.97,0.4324,56226037760.0,13.504851,0.0126,2640945.0,45.07,29.62,SP500,2019,2019,2019
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,2019-01-01,2019-12-31,182.46,261.13,0.4312,35141640192.0,36.094135,0.0135,451100.0,294.57,176.11,SP500,2019,2019,2019
HIG,Hartford (The),Financials,Property & Casualty Insurance,2019-01-01,2019-12-31,37.98,54.32,0.4303,31496658944.0,9.347556,0.019,1975996.0,55.82,37.41,SP500,2019,2019,2019
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2019-01-01,2019-12-31,102.99,147.21,0.4294,75759190016.0,25.711712,0.0092,1709430.0,149.11,97.34,SP500,2019,2019,2019
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,2019-01-01,2019-12-31,60.32,86.18,0.4287,137751000000.0,28.868404,0.011,2324974.0,86.87,58.22,SP500,2019,2019,2019
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,2019-01-01,2019-12-31,93.3,132.96,0.4252,33740675072.0,20.805025,0.0324,1146894.0,145.97,89.19,SP500,2019,2019,2019
MSI,Motorola Solutions,Information Technology,Communications Equipment,2019-01-01,2019-12-31,105.74,150.69,0.4251,76282380288.0,30.984837,0.0094,1076673.0,169.2,101.9,SP500,2019,2019,2019
V,Visa Inc.,Financials,Transaction & Payment Processing Services,2019-01-01,2019-12-31,127.73,181.72,0.4227,606193000000.0,24.719727,0.0075,7559172.0,183.65,122.89,SP500,2019,2019,2019
ADSK,Autodesk,Information Technology,Application Software,2019-01-01,2019-12-31,128.96,183.46,0.4226,63038537728.0,31.633307,0.015000000500000001,1786294.0,185.75,121.12,SP500,2019,2019,2019
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,2019-01-01,2019-12-31,64.71,92.01,0.4218,22157651968.0,19.287762,0.0228,663982.0,102.87,63.55,SP500,2019,2019,2019
AZO,AutoZone,Consumer Discretionary,Automotive Retail,2019-01-01,2019-12-31,838.48,1191.31,0.4208,55271501824.0,19.022161,0.015200000500000001,262811.0,1274.41,798.41,SP500,2019,2019,2019
NOC,Northrop Grumman,Industrials,Aerospace & Defense,2019-01-01,2019-12-31,224.39,318.27,0.4184,66311626752.0,16.23696,0.0176,939140.0,353.88,215.93,SP500,2019,2019,2019
RTX,RTX Corporation,Industrials,Aerospace & Defense,2019-01-01,2019-12-31,59.16,83.66,0.414,151869000000.0,18.796001,0.0217,5358466.0,84.39,56.39,SP500,2019,2019,2019
ADI,Analog Devices,Information Technology,Semiconductors,2019-01-01,2019-12-31,76.83,108.46,0.4116,108193000000.0,24.558952,0.0165,2491869.0,112.79,71.95,SP500,2019,2019,2019
SYY,Sysco,Consumer Staples,Food Distributors,2019-01-01,2019-12-31,52.74,74.37,0.4101,36714229760.0,15.131453,0.027,2630978.0,74.76,52.16,SP500,2019,2019,2019
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,2019-01-01,2019-12-31,34.76,48.98,0.4092,77851205632.0,17.195295,0.031400003,6399559.0,49.92,34.39,SP500,2019,2019,2019
AWK,American Water Works,Utilities,Water Utilities,2019-01-01,2019-12-31,80.2,113.0,0.409,23771222016.0,21.336855,0.0247,965618.0,118.97,79.5,SP500,2019,2019,2019
PG,Procter & Gamble,Consumer Staples,Personal Care Products,2019-01-01,2019-12-31,78.47,110.4,0.4068,378219000000.0,21.669672,0.024400001,7569230.0,111.9,77.19,SP500,2019,2019,2019
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,2019-01-01,2019-12-31,10.96,15.41,0.4059,61828239360.0,22.041992,0.040700004,13460492.0,15.54,10.47,SP500,2019,2019,2019
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,2019-01-01,2019-12-31,110.19,154.89,0.4056,11800031232.0,18.910059,0.0125,203052.0,160.36,105.28,SP500,2019,2019,2019
ALL,Allstate,Financials,Property & Casualty Insurance,2019-01-01,2019-12-31,70.94,99.67,0.405,49229529088.0,9.680105,0.019199999,1760835.0,100.44,69.7,SP500,2019,2019,2019
WEC,WEC Energy Group,Utilities,Electric Utilities,2019-01-01,2019-12-31,56.41,79.23,0.4045,29142530048.0,17.613497,0.0381,1638775.0,83.78,56.1,SP500,2019,2019,2019
KEY,KeyCorp,Financials,Regional Banks,2019-01-01,2019-12-31,11.39,15.99,0.4044,19231492096.0,11.189585,0.047399998,10232938.0,16.22,10.99,SP500,2019,2019,2019
RMD,ResMed,Health Care,Health Care Equipment,2019-01-01,2019-12-31,105.78,148.55,0.4044,34510270464.0,22.831808,0.0092,702188.0,151.32,85.78,SP500,2019,2019,2019
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,2019-01-01,2019-12-31,79.07,110.98,0.4036,51122495488.0,22.959772,0.010299999,2101429.0,111.84,77.2,SP500,2019,2019,2019
LEN,Lennar,Consumer Discretionary,Homebuilding,2019-01-01,2019-12-31,37.33,52.28,0.4006,36505636864.0,8.386153,0.0137,3366651.0,58.69,35.9,SP500,2019,2019,2019
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,2019-01-01,2019-12-31,104.1,145.76,0.4002,12741654528.0,14.99037,0.040599998,1148205.0,149.1,99.18,SP500,2019,2019,2019
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2019-01-01,2019-12-31,94.03,131.58,0.3994,61413740544.0,15.78684,0.0096,1586288.0,132.66,88.35,SP500,2019,2019,2019
TXN,Texas Instruments,Information Technology,Semiconductors,2019-01-01,2019-12-31,79.94,111.63,0.3964,175310000000.0,31.66532,0.0286,4913055.0,114.17,75.06,SP500,2019,2019,2019
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,2019-01-01,2019-12-31,136.77,190.9,0.3958,82509520896.0,21.673243,0.010199999,879100.0,196.68,130.77,SP500,2019,2019,2019
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,2019-01-01,2019-12-31,116.49,162.24,0.3928,15850400768.0,24.42793,0.013300001,458009.0,164.08,112.58,SP500,2019,2019,2019
SBUX,Starbucks,Consumer Discretionary,Restaurants,2019-01-01,2019-12-31,57.09,79.5,0.3926,105591000000.0,24.930866,0.026400002,7996699.0,89.38,54.5,SP500,2019,2019,2019
KMX,CarMax,Consumer Discretionary,Automotive Retail,2019-01-01,2019-12-31,62.97,87.67,0.3923,12274162688.0,20.630585,0.015200000500000001,1582982.0,100.49,57.95,SP500,2019,2019,2019
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,2019-01-01,2019-12-31,170.44,237.07,0.391,28181702656.0,16.775574,0.0053,49605.0,277.87,157.97,SP500,2019,2019,2019
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,2019-01-01,2019-12-31,41.27,57.37,0.3901,135888000000.0,26.27078,0.0125,5741515.0,57.96,40.48,SP500,2019,2019,2019
GL,Globe Life,Financials,Life & Health Insurance,2019-01-01,2019-12-31,72.58,100.82,0.3891,9334694912.0,8.198172,0.0086,463553.0,102.76,69.87,SP500,2019,2019,2019
CCI,Crown Castle,Real Estate,Telecom Tower REITs,2019-01-01,2019-12-31,82.79,114.97,0.3888,38479306752.0,33.25621,0.0696,1889413.0,118.84,81.44,SP500,2019,2019,2019
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,2019-01-01,2019-12-31,90.88,126.06,0.387,42551500800.0,13.841001,0.0179,3442134.0,127.44,87.9,SP500,2019,2019,2019
PNC,PNC Financial Services,Financials,Diversified Banks,2019-01-01,2019-12-31,95.69,132.68,0.3865,77606789120.0,12.955048,0.0327,1968051.0,134.47,92.5,SP500,2019,2019,2019
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,2019-01-01,2019-12-31,104.55,144.71,0.3841,38550605824.0,37.267387,0.0056,767980.0,159.32,100.96,SP500,2019,2019,2019
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,2019-01-01,2019-12-31,114.23,157.98,0.3831,49116643328.0,16.151005,0.020499999,1227857.0,164.07,111.36,SP500,2019,2019,2019
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2019-01-01,2019-12-31,69.54,96.14,0.3824,107172000000.0,27.726114,0.0208,6403171.0,96.59,66.86,SP500,2019,2019,2019
CFG,Citizens Financial Group,Financials,Regional Banks,2019-01-01,2019-12-31,23.29,32.18,0.3821,19743404032.0,11.612415,0.0377,4249686.0,32.43,22.34,SP500,2019,2019,2019
ALGN,Align Technology,Health Care,Health Care Supplies,2019-01-01,2019-12-31,202.12,279.04,0.3806,16340071424.0,21.291641,0.0135,1185280.0,334.64,169.84,SP500,2019,2019,2019
LIN,Linde plc,Materials,Industrial Gases,2019-01-01,2019-12-31,143.9,198.6,0.3802,196610000000.0,24.411469,0.013400001,1595049.0,199.87,139.07,SP500,2019,2019,2019
CE,Celanese,Materials,Specialty Chemicals,2019-01-01,2019-12-31,79.92,110.25,0.3795,7220058112.0,7.239356,0.0423,969717.0,115.41,76.43,SP500,2019,2019,2019
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2019-01-01,2019-12-31,42.38,58.41,0.3782,11274113024.0,12.175027,0.015200000500000001,1976160.0,59.71,40.5,SP500,2019,2019,2019
ES,Eversource Energy,Utilities,Electric Utilities,2019-01-01,2019-12-31,52.02,71.67,0.3777,20602783744.0,11.742693,0.0499,1703555.0,72.45,51.7,SP500,2019,2019,2019
EIX,Edison International,Utilities,Electric Utilities,2019-01-01,2019-12-31,44.41,61.13,0.3766,30368049152.0,13.766307,0.041500002,2558170.0,61.18,41.79,SP500,2019,2019,2019
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,2019-01-01,2019-12-31,111.09,152.76,0.3751,9692354560.0,18.328362,0.0135,349862.0,153.39,103.0,SP500,2019,2019,2019
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,2019-01-01,2019-12-31,135.48,186.28,0.3749,31814266880.0,24.61668,0.0185,904482.0,190.36,130.4,SP500,2019,2019,2019
INCY,Incyte,Health Care,Biotechnology,2019-01-01,2019-12-31,63.56,87.32,0.3738,13853462528.0,11.873665,0.0135,1286271.0,96.79,62.03,SP500,2019,2019,2019
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,2019-01-01,2019-12-31,98.65,135.52,0.3737,9291447296.0,17.082129,0.012,2037690.0,144.01,90.35,SP500,2019,2019,2019
SYK,Stryker Corporation,Health Care,Health Care Equipment,2019-01-01,2019-12-31,144.77,198.76,0.373,137756000000.0,26.76243,0.0093,1250023.0,210.47,142.08,SP500,2019,2019,2019
FE,FirstEnergy,Utilities,Electric Utilities,2019-01-01,2019-12-31,28.73,39.41,0.3716,22631968768.0,13.6128235,0.042600002,4172273.0,39.78,28.4,SP500,2019,2019,2019
HON,Honeywell,Industrials,Industrial Conglomerates,2019-01-01,2019-12-31,117.08,160.39,0.37,144186000000.0,20.119955,0.02,2693576.0,165.12,114.63,SP500,2019,2019,2019
LNT,Alliant Energy,Utilities,Electric Utilities,2019-01-01,2019-12-31,34.1,46.72,0.3699,14705689600.0,17.806267,0.032899998,1346400.0,47.3,33.77,SP500,2019,2019,2019
APH,Amphenol,Information Technology,Electronic Components,2019-01-01,2019-12-31,18.81,25.77,0.3699,85755035648.0,33.01845,0.0094,5162438.0,26.03,17.67,SP500,2019,2019,2019
JCI,Johnson Controls,Industrials,Building Products,2019-01-01,2019-12-31,26.6,36.43,0.3698,52491403264.0,19.268866,0.0185,5430707.0,39.86,25.43,SP500,2019,2019,2019
GEN,Gen Digital,Information Technology,Systems Software,2019-01-01,2019-12-31,9.69,13.26,0.3685,16904999936.0,11.192995,0.0182,6716880.0,13.87,8.98,SP500,2019,2019,2019
WTW,Willis Towers Watson,Financials,Insurance Brokers,2019-01-01,2019-12-31,137.81,188.49,0.3677,30883291136.0,16.62974,0.0114,592034.0,191.93,134.74,SP500,2019,2019,2019
PWR,Quanta Services,Industrials,Construction & Engineering,2019-01-01,2019-12-31,29.42,40.21,0.3666,48425590784.0,32.081253,0.0012,1369792.0,43.49,28.9,SP500,2019,2019,2019
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,2019-01-01,2019-12-31,70.12,95.76,0.3657,20392896512.0,20.004847,0.0221,858738.0,97.46,67.9,SP500,2019,2019,2019
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,2019-01-01,2019-12-31,149.88,204.45,0.3641,183132000000.0,13.472411,0.0207,2578574.0,206.48,142.32,SP500,2019,2019,2019
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2019-01-01,2019-12-31,73.31,99.94,0.3632,25399439360.0,11.953641,0.0432,1120692.0,102.85,69.14,SP500,2019,2019,2019
FDS,FactSet,Financials,Financial Exchanges & Data,2019-01-01,2019-12-31,188.91,256.93,0.36,17703919616.0,25.063906,0.0088,341347.0,290.87,183.64,SP500,2019,2019,2019
HOLX,Hologic,Health Care,Health Care Equipment,2019-01-01,2019-12-31,38.42,52.21,0.3589,16741436416.0,15.640204,0.0135,1868174.0,53.74,37.68,SP500,2019,2019,2019
INTU,Intuit,Information Technology,Application Software,2019-01-01,2019-12-31,186.8,253.59,0.3575,174993000000.0,28.31397,0.0061,1390106.0,285.77,180.79,SP500,2019,2019,2019
COF,Capital One,Financials,Consumer Finance,2019-01-01,2019-12-31,69.55,94.32,0.3562,70014722048.0,11.740471,0.013300001,2267471.0,96.88,66.96,SP500,2019,2019,2019
HAS,Hasbro,Consumer Discretionary,Leisure Products,2019-01-01,2019-12-31,64.92,87.98,0.3552,7936211456.0,12.86487,0.0493,1172430.0,104.4,62.78,SP500,2019,2019,2019
XEL,Xcel Energy,Utilities,Multi-Utilities,2019-01-01,2019-12-31,40.64,54.96,0.3525,37406121984.0,17.033316,0.0328,3202438.0,56.63,40.2,SP500,2019,2019,2019
IQV,IQVIA,Health Care,Life Sciences Tools & Services,2019-01-01,2019-12-31,114.31,154.51,0.3517,36169318400.0,16.698284,0.0135,1289576.0,164.13,107.79,SP500,2019,2019,2019
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,2019-01-01,2019-12-31,66.29,89.56,0.351,69050548224.0,24.17106,0.0086,943605.0,90.47,64.95,SP500,2019,2019,2019
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,2019-01-01,2019-12-31,20.67,27.89,0.3489,1319500000000.0,126.74523,0.015200000500000001,137383833.0,29.02,11.8,SP500,2019,2019,2019
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,2019-01-01,2019-12-31,24.64,33.21,0.3482,44152909824.0,24.398766,0.012300001,2171671.0,33.58,23.92,SP500,2019,2019,2019
PAYX,Paychex,Industrials,Human Resource & Employment Services,2019-01-01,2019-12-31,54.71,73.69,0.3469,48990171136.0,25.611294,0.028900001,1727934.0,76.1,53.25,SP500,2019,2019,2019
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,2019-01-01,2019-12-31,24.52,32.99,0.3453,10105294848.0,14.280725,0.015200000500000001,6036450.0,33.59,23.05,SP500,2019,2019,2019
ECL,Ecolab,Materials,Specialty Chemicals,2019-01-01,2019-12-31,135.99,182.88,0.3448,65518022656.0,30.891527,0.0112,1066896.0,197.91,132.59,SP500,2019,2019,2019
PPL,PPL Corporation,Utilities,Electric Utilities,2019-01-01,2019-12-31,21.48,28.89,0.3447,23415787520.0,17.381538,0.0319,4573802.0,29.21,21.25,SP500,2019,2019,2019
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,2019-01-01,2019-12-31,106.34,142.87,0.3435,201105000000.0,18.312695,0.0082,10217799.0,150.64,103.38,SP500,2019,2019,2019
UNP,Union Pacific Corporation,Industrials,Rail Transportation,2019-01-01,2019-12-31,120.8,162.04,0.3414,139445000000.0,18.913164,0.0232,3388730.0,162.76,115.88,SP500,2019,2019,2019
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,2019-01-01,2019-12-31,49.23,66.02,0.341,36925575168.0,18.19754,0.0159,4091994.0,67.26,46.26,SP500,2019,2019,2019
PM,Philip Morris International,Consumer Staples,Tobacco,2019-01-01,2019-12-31,48.46,64.9,0.3392,188134000000.0,16.969643,0.044299997,5643896.0,66.77,47.33,SP500,2019,2019,2019
LH,LabCorp,Health Care,Health Care Services,2019-01-01,2019-12-31,105.23,140.8,0.3381,19230347264.0,14.381965,0.0126,811284.0,148.51,101.76,SP500,2019,2019,2019
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,2019-01-01,2019-12-31,78.61,105.15,0.3377,38095151104.0,17.093807,0.0052,4411473.0,106.53,75.51,SP500,2019,2019,2019
AEP,American Electric Power,Utilities,Electric Utilities,2019-01-01,2019-12-31,58.97,78.86,0.3374,48101269504.0,15.407474,0.0404,2382396.0,79.91,58.42,SP500,2019,2019,2019
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,2019-01-01,2019-12-31,114.7,153.37,0.3371,116993000000.0,26.404362,0.0211,1910642.0,155.35,111.11,SP500,2019,2019,2019
DOC,Healthpeak Properties,Real Estate,Health Care REITs,2019-01-01,2019-12-31,20.14,26.92,0.337,14002849792.0,54.10811,0.0588,3127859.0,29.33,20.0,SP500,2019,2019,2019
CMS,CMS Energy,Utilities,Multi-Utilities,2019-01-01,2019-12-31,40.8,54.52,0.3365,19546513408.0,18.24841,0.0309,1997541.0,56.33,40.51,SP500,2019,2019,2019
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,2019-01-01,2019-12-31,257.34,343.85,0.3362,54375825408.0,25.265043,0.0064,460201.0,373.7,248.92,SP500,2019,2019,2019
PPG,PPG Industries,Materials,Specialty Chemicals,2019-01-01,2019-12-31,91.78,122.54,0.3351,26696239104.0,13.174767,0.0233,1223177.0,123.33,87.38,SP500,2019,2019,2019
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,2019-01-01,2019-12-31,164.08,218.95,0.3344,103653000000.0,21.516878,0.0135,1286396.0,225.66,160.95,SP500,2019,2019,2019
BLK,BlackRock,Financials,Asset Management & Custody Banks,2019-01-01,2019-12-31,333.55,443.68,0.3302,156852000000.0,20.949545,0.02,548499.0,447.31,323.15,SP500,2019,2019,2019
DGX,Quest Diagnostics,Health Care,Health Care Services,2019-01-01,2019-12-31,72.59,96.46,0.3289,16995616768.0,15.651131,0.0197,1032733.0,98.41,70.61,SP500,2019,2019,2019
AIG,American International Group,Financials,Multi-line Insurance,2019-01-01,2019-12-31,33.76,44.86,0.3287,45204541440.0,10.9749155,0.022,4491546.0,50.94,32.95,SP500,2019,2019,2019
CMCSA,Comcast,Communication Services,Cable & Satellite,2019-01-01,2019-12-31,29.89,39.7,0.3279,143457000000.0,8.571808,0.032899998,18087283.0,41.7,29.07,SP500,2019,2019,2019
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,2019-01-01,2019-12-31,170.39,225.65,0.3244,7305440256.0,11.934845,0.0287,306437.0,233.88,165.22,SP500,2019,2019,2019
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,2019-01-01,2019-12-31,132.42,175.31,0.3239,53609832448.0,17.593449,0.0229,1621937.0,188.22,127.16,SP500,2019,2019,2019
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,2019-01-01,2019-12-31,82.71,109.48,0.3236,141016000000.0,19.714085,0.016900001,4460104.0,111.03,81.26,SP500,2019,2019,2019
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,2019-01-01,2019-12-31,85.77,113.38,0.322,26351456256.0,24.046806,0.0154,738806.0,124.62,83.39,SP500,2019,2019,2019
AXP,American Express,Financials,Consumer Finance,2019-01-01,2019-12-31,87.83,115.95,0.3202,212658000000.0,19.93552,0.0092,3262663.0,120.0,85.93,SP500,2019,2019,2019
EG,Everest Group,Financials,Reinsurance,2019-01-01,2019-12-31,188.45,248.6,0.3192,15544071168.0,5.4323683,0.0219,285501.0,251.43,180.67,SP500,2019,2019,2019
USB,U.S. Bancorp,Financials,Diversified Banks,2019-01-01,2019-12-31,36.28,47.8,0.3175,76020260864.0,11.212481,0.040900003,5765311.0,48.92,35.26,SP500,2019,2019,2019
MDT,Medtronic,Health Care,Health Care Equipment,2019-01-01,2019-12-31,75.37,99.29,0.3174,102378000000.0,13.672871,0.032,4972468.0,100.99,70.0,SP500,2019,2019,2019
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,2019-01-01,2019-12-31,51.78,68.11,0.3153,69534040064.0,18.745153,0.0171,3117118.0,68.99,49.66,SP500,2019,2019,2019
FSLR,First Solar,Information Technology,Semiconductors,2019-01-01,2019-12-31,42.56,55.96,0.3148,20476983296.0,9.06544,0.015000000500000001,1293751.0,69.24,41.41,SP500,2019,2019,2019
FITB,Fifth Third Bancorp,Financials,Regional Banks,2019-01-01,2019-12-31,19.09,25.1,0.3146,28507090944.0,11.88098,0.0349,6129966.0,25.64,18.23,SP500,2019,2019,2019
TFC,Truist Financial,Financials,Diversified Banks,2019-01-01,2019-12-31,34.11,44.78,0.3131,58543628288.0,11.201592,0.047199998,5146836.0,45.26,32.88,SP500,2019,2019,2019
BSX,Boston Scientific,Health Care,Health Care Equipment,2019-01-01,2019-12-31,34.46,45.22,0.3122,134546000000.0,32.599846,0.0135,7006575.0,46.62,32.73,SP500,2019,2019,2019
HUM,Humana,Health Care,Managed Health Care,2019-01-01,2019-12-31,268.78,352.57,0.3118,31823423488.0,15.23772,0.0135,1178405.0,358.19,215.83,SP500,2019,2019,2019
NEM,Newmont,Materials,Gold,2019-01-01,2019-12-31,28.44,37.3,0.3116,43022028800.0,9.916527,0.026199998,9031172.0,37.84,25.27,SP500,2019,2019,2019
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,2019-01-01,2019-12-31,62.94,82.44,0.3098,38963724288.0,24.1469,0.0135,2157035.0,82.63,59.41,SP500,2019,2019,2019
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,2019-01-01,2019-12-31,69.5,91.03,0.3098,47563939840.0,12.3461685,0.0396,2563606.0,97.41,64.48,SP500,2019,2019,2019
WM,Waste Management,Industrials,Environmental & Facilities Services,2019-01-01,2019-12-31,80.17,104.9,0.3085,80979607552.0,24.99464,0.0149,1752149.0,111.58,78.9,SP500,2019,2019,2019
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,2019-01-01,2019-12-31,51.22,66.9,0.3062,26746849280.0,41.31777,0.0381,1438626.0,73.51,50.94,SP500,2019,2019,2019
RF,Regions Financial Corporation,Financials,Regional Banks,2019-01-01,2019-12-31,10.82,14.12,0.3052,21612785664.0,10.566869,0.0423,11044119.0,14.43,10.38,SP500,2019,2019,2019
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,2019-01-01,2019-12-31,193.32,252.3,0.3051,18167787520.0,44.68356,0.0345,310928.0,278.41,192.44,SP500,2019,2019,2019
DECK,Deckers Brands,Consumer Discretionary,Footwear,2019-01-01,2019-12-31,21.57,28.14,0.3045,31671179264.0,32.83768,0.015200000500000001,3042500.0,30.13,18.48,SP500,2019,2019,2019
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,2019-01-01,2019-12-31,147.76,192.68,0.304,20246347776.0,24.391117,0.015000000500000001,599727.0,221.78,142.37,SP500,2019,2019,2019
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2019-01-01,2019-12-31,24.38,31.77,0.3033,50444611584.0,27.650139,0.031400003,6640184.0,33.19,23.92,SP500,2019,2019,2019
INTC,Intel,Information Technology,Semiconductors,2019-01-01,2019-12-31,40.52,52.79,0.303,85699313664.0,20.328405,0.0224,21904659.0,53.35,37.35,SP500,2019,2019,2019
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,2019-01-01,2019-12-31,33.4,43.49,0.3021,207244000000.0,16.09402,0.0294,10358328.0,43.77,32.05,SP500,2019,2019,2019
ERIE,Erie Indemnity,Financials,Insurance Brokers,2019-01-01,2019-12-31,114.92,149.52,0.3011,21187868672.0,28.335665,0.013200001,141667.0,242.19,112.13,SP500,2019,2019,2019
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,2019-01-01,2019-12-31,149.57,194.61,0.3011,386786000000.0,24.73497,0.0231,4192342.0,211.91,145.93,SP500,2019,2019,2019
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,2019-01-01,2019-12-31,67.91,88.31,0.3004,42911797248.0,15.912143,0.0183,1427518.0,89.61,65.21,SP500,2019,2019,2019
BXP,"BXP, Inc.",Real Estate,Office REITs,2019-01-01,2019-12-31,82.59,107.38,0.3001,12697163776.0,38.756393,0.0523,679835.0,108.5,81.68,SP500,2019,2019,2019
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,2019-01-01,2019-12-31,28.29,36.75,0.299,734493000000.0,33.175133,0.0099,18125685.0,38.6,27.78,SP500,2019,2019,2019
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,2019-01-01,2019-12-31,69.77,90.61,0.2987,20458080256.0,13.079922,0.029000001,1135641.0,94.23,67.86,SP500,2019,2019,2019
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,2019-01-01,2019-12-31,69.21,89.81,0.2976,12104026112.0,63.493664,0.0352,490926.0,98.02,68.71,SP500,2019,2019,2019
AMGN,Amgen,Health Care,Biotechnology,2019-01-01,2019-12-31,161.15,208.59,0.2944,139001000000.0,12.52048,0.0364,2796368.0,211.98,140.73,SP500,2019,2019,2019
AVGO,Broadcom,Information Technology,Semiconductors,2019-01-01,2019-12-31,21.19,27.43,0.2944,1108140000000.0,31.037521,0.0117,25852734.0,28.46,19.26,SP500,2019,2019,2019
BAX,Baxter International,Health Care,Health Care Equipment,2019-01-01,2019-12-31,58.75,76.03,0.2942,15144040448.0,11.953604,0.0231,2711418.0,81.55,57.7,SP500,2019,2019,2019
HBAN,Huntington Bancshares,Financials,Regional Banks,2019-01-01,2019-12-31,9.14,11.82,0.2936,24014950400.0,12.279464,0.0377,10129463.0,12.13,8.82,SP500,2019,2019,2019
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,2019-01-01,2019-12-31,58.95,76.19,0.2925,38661361664.0,13.832601,0.0344,3381090.0,82.24,55.38,SP500,2019,2019,2019
PFG,Principal Financial Group,Financials,Life & Health Insurance,2019-01-01,2019-12-31,35.43,45.76,0.2916,17799456768.0,9.278955,0.0375,1300857.0,49.57,34.54,SP500,2019,2019,2019
